type produit;numero AMM;nom produit;catégorie de condition d’emploi;condition d’emploi libelle;
MFSC;1210900;NOVIHUM ARGIL;Protection de l'opérateur;Condition: -  Il est de la responsabilité du titulaire de l'autorisation d'indiquer avec précision, tant pour l'utilisateur professionnel que pour l'utilisateur non professionnel, le type d'EPI requis en fonction des tâches à effectuer, ainsi que leur gestion (utilisation, nettoyage, stockage).;
MFSC;1220192;TRADIPHOSCAL;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1220192;TRADIPHOSCAL;Protection de l'opérateur;Condition: Porter des gants et des vêtements de protection adaptés ainsi que des équipements de protection individuelle (EPI) appropriés en fonction du type et du classement du produit. Il est de la responsabilité du titulaire de l'autorisation d'indiquer avec précision, tant pour l'utilisateur professionnel que pour l'utilisateur non professionnel, le type d'EPI requis en fonction des tâches à effectuer, ainsi que leur gestion (utilisation, nettoyage, stockage).;
MFSC;1220192;TRADIPHOSCAL;Utilisation;Condition: Ne pas appliquer le produit sur les cultures dont les parties consommables peuvent entrer en contact avec le sol, les informations transmises concernant la quantification des entérocoques ne permettant pas de s'assurer de l'absence d'effet nocif du support de culture sur la santé humaine.;
MFSC;1220192;TRADIPHOSCAL;Environnement milieu;Condition: Afin de réduire les risques d'eutrophisation des milieux aquatiques, dans le cadre des bonnes pratiques agricoles, il convient de respecter une zone sans apport a minima de 5 mètres équipée d'un dispositif végétalisé permanent.;
MFSC;1220192;TRADIPHOSCAL;Délai de rentrée;Condition: Pour l'usage sur prairies, respecter un délai de 21 jours avant la remise à l'herbe des animaux ou la récolte des cultures fourragères, en accord avec l'article 11 du règlement (CE) n° 1069/20096.;
MFSC;6221020;F.O.M.A.;Protection de l'opérateur;Condition: Porter des gants et des vêtements de protection appropriés, ainsi qu'un demi-masque filtrant anti-aérosols certifié (EN 149) de classe FFP3 pendant toutes les phases de manipulation du produit et du traitement;
MFSC;6221020;F.O.M.A.;Protection de l'opérateur;Condition: Il est de la responsabilité du titulaire de l'autorisation d'indiquer avec précision, en particulier pour l'utilisateur non professionnel, le type d'EPI requis en fonction des tâches à effectuer, ainsi que leur gestion (utilisation, nettoyage, stockage). ;
MFSC;6221020;F.O.M.A.;Autres mesures de protection;Condition: Ne pas appliquer sur les cultures dont les parties consommables peuvent entrer en contact avec le sol;
MFSC;6221020;F.O.M.A.;Autres mesures de protection;Condition: Respecter, pour l'usage prairie, un délai de 21 jours avant la remise à l'herbe des animaux et la récolte des cultures fourragères.;
MFSC;6221020;F.O.M.A.;Environnement milieu;Condition: Eviter les conditions agro-climatiques qui favoriseraient un transfert vers les eaux de surface : ne pas appliquer avant un épisode de précipitations, ne pas appliquer en période de drainage.  Mettre en place un dispositif végétalisé permanent en bordure des points d'eau. Incorporer rapidement l'ensemble de produits dans le sol. Respecter, dans le cas où l'ensemble de produits ne serait pas incorporé au sol après épandage, une zone sans apport a minima de 5 mètres équipée d'un dispositif végétalisé permanent à proximité des points d'eau afin de réduire les risques d'eutrophisation des milieux aquatiques. Une attention particulière doit être portée à la protection des eaux souterraines, lorsque l'ensemble de produits est appliqué dans des régions où les eaux souterraines sont identifiées comme vulnérables. ;
MFSC;6221020;F.O.M.A.;Stockage;Condition: Durée maximale de stockage avant utilisation : 6 mois à l'air libre.;
MFSC;1170212;RIZOLIQ TOP S;Protection de l'opérateur;Condition: Port de gants et d'un vêtement de protection appropriés, ainsi que d'un masque filtrant anti-aérosol (EN149 FFP3 ou équivalent), pendant toutes les phases de finalisation du produit (mélange des sachets d'inoculum et de Premax) et de traitement des semences.;
MFSC;1170212;RIZOLIQ TOP S;Etiquetage;Condition: Contient Bradyrhizobium japonicum et Bradyrhizobium diazoefficiens. Les micro-organismes peuvent provoquer des réactions de sensibilisation ;
MFSC;1170212;RIZOLIQ TOP S;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : - l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles - le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  - les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1170212;RIZOLIQ TOP S;Stockage;Condition: Ne pas stocker plus de 12 mois dans son emballage commercial. Le stockage devra se faire à une température inférieure à 20°C.;
MFSC;1170212;RIZOLIQ TOP S;Etiquetage;Condition: Faire figurer sur l'étiquette la proportion de chacune des souches (La souche SEMIA 5079 de Bradyrhizobium japonicum et la souche SEMIA 5080 de Bradyrhizobium diazoefficiens) dans l'inoculum bactérien de RIZOLIQ TOP S. ;
MFSC;1220403;OG ORGANICS IGUANA JUICE GROW;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles . -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage) . -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1220403;OG ORGANICS IGUANA JUICE GROW;Protection de l'opérateur;Condition: Porter des gants et des vêtements de protection adaptés ainsi que des EPI appropriés en fonction du type et du classement du produit.;
MFSC;1220403;OG ORGANICS IGUANA JUICE GROW;Etiquetage;Condition: Contient des extraits de levure. Les microorganismes peuvent provoquer des réactions de sensibilisation.;
MFSC;1220403;OG ORGANICS IGUANA JUICE GROW;Utilisation;Condition: Contient des oligo-éléments : à n'utiliser qu'en cas de besoin reconnu.;
MFSC;1210404;ROOTSYM;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
MFSC;1210404;ROOTSYM;Protection de l'opérateur;Condition: Porter des gants et un vêtement de protection appropriés, ainsi qu'un demi-masque filtrant anti-aérosols certifié (EN 149) de classe FFP3 pendant toutes les phases de manipulation du produit et du traitement.;
MFSC;1210404;ROOTSYM;Etiquetage;Condition: L'étiquette devra porter la mention suivante :  - Contient Claroideoglomus etunicatum, Claroideoglomus claroideum, Rhizophagus irregularis, Funneliformis geosporus et Funneloformis mosseae. Les microorganismes peuvent provoquer des réactions de sensibilisation. ;
MFSC;1220406;PH PERFECT CONNOISSEUR GROW A;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles . -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage) . -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
